event,time,tdcid,chnlid,tdcid_bits,channel_bits,time_bits
13,27641,1,13,0001,01101,00110101111111001
12,27841,1,12,0001,01100,00110110011000001
101,27918,5,5,0101,00101,00110110100001110
26,27945,2,2,0010,00010,00110110100101001
108,27970,5,12,0101,01100,00110110101000010
39,27995,2,15,0010,01111,00110110101011011
2,28027,1,2,0001,00010,00110110101111011
94,28074,4,22,0100,10110,00110110110101010
11,28134,1,11,0001,01011,00110110111100110
111,28369,5,15,0101,01111,00110111011010001
108,28419,5,12,0101,01100,00110111100000011
112,28419,5,16,0101,10000,00110111100000011
68,28443,3,20,0011,10100,00110111100011011
89,28558,4,17,0100,10001,00110111110001110
7,28596,1,7,0001,00111,00110111110110100
51,28642,3,3,0011,00011,00110111111100010
129,28691,6,9,0110,01001,00111000000010011
128,28710,6,8,0110,01000,00111000000100110
75,28777,4,3,0100,00011,00111000001101001
104,28824,5,8,0101,01000,00111000010011000
95,28999,4,23,0100,10111,00111000101000111
43,29015,2,19,0010,10011,00111000101010111
35,29021,2,11,0010,01011,00111000101011101
51,29116,3,3,0011,00011,00111000110111100
6,29123,1,6,0001,00110,00111000111000011
140,29290,6,20,0110,10100,00111001001101010
98,29302,5,2,0101,00010,00111001001110110
109,29364,5,13,0101,01101,00111001010110100
48,29393,3,0,0011,00000,00111001011010001
82,29414,4,10,0100,01010,00111001011100110
38,29447,2,14,0010,01110,00111001100000111
45,29531,2,21,0010,10101,00111001101011011
35,29544,2,11,0010,01011,00111001101101000
96,29552,5,0,0101,00000,00111001101110000
126,29630,6,6,0110,00110,00111001110111110
141,29632,6,21,0110,10101,00111001111000000
117,29648,5,21,0101,10101,00111001111010000
68,29679,3,20,0011,10100,00111001111101111
67,29692,3,19,0011,10011,00111001111111100
64,29693,3,16,0011,10000,00111001111111101
4,29734,1,4,0001,00100,00111010000100110
50,29744,3,2,0011,00010,00111010000110000
106,29775,5,10,0101,01010,00111010001001111
85,29909,4,13,0100,01101,00111010011010101
131,29919,6,11,0110,01011,00111010011011111
89,29943,4,17,0100,10001,00111010011110111
9,29955,1,9,0001,01001,00111010100000011
17,30128,1,17,0001,10001,00111010110110000
67,30143,3,19,0011,10011,00111010110111111
86,30151,4,14,0100,01110,00111010111000111
82,30163,4,10,0100,01010,00111010111010011
48,30216,3,0,0011,00000,00111011000001000
79,30218,4,7,0100,00111,00111011000001010
32,30219,2,8,0010,01000,00111011000001011
132,30229,6,12,0110,01100,00111011000010101
28,30396,2,4,0010,00100,00111011010111100
62,30426,3,14,0011,01110,00111011011011010
133,30603,6,13,0110,01101,00111011110001011
92,30623,4,20,0100,10100,00111011110011111
94,30709,4,22,0100,10110,00111011111110101
131,30829,6,11,0110,01011,00111100001101101
41,30878,2,17,0010,10001,00111100010011110
5,31027,1,5,0001,00101,00111100100110011
106,31062,5,10,0101,01010,00111100101010110
11,31130,1,11,0001,01011,00111100110011010
84,31161,4,12,0100,01100,00111100110111001
57,31205,3,9,0011,01001,00111100111100101
44,31370,2,20,0010,10100,00111101010001010
40,31382,2,16,0010,10000,00111101010010110
7,31474,1,7,0001,00111,00111101011110010
23,31480,1,23,0001,10111,00111101011111000
63,31483,3,15,0011,01111,00111101011111011
78,31531,4,6,0100,00110,00111101100101011
4,31564,1,4,0001,00100,00111101101001100
15,31644,1,15,0001,01111,00111101110011100
98,31676,5,2,0101,00010,00111101110111100
48,31682,3,0,0011,00000,00111101111000010
116,31697,5,20,0101,10100,00111101111010001
18,31768,1,18,0001,10010,00111110000011000
106,31778,5,10,0101,01010,00111110000100010
25,31796,2,1,0010,00001,00111110000110100
118,31805,5,22,0101,10110,00111110000111101
10,31810,1,10,0001,01010,00111110001000010
5,31860,1,5,0001,00101,00111110001110100
135,31882,6,15,0110,01111,00111110010001010
71,31956,3,23,0011,10111,00111110011010100
82,31986,4,10,0100,01010,00111110011110010
52,32009,3,4,0011,00100,00111110100001001
48,32017,3,0,0011,00000,00111110100010001
113,32021,5,17,0101,10001,00111110100010101
87,32043,4,15,0100,01111,00111110100101011
141,32053,6,21,0110,10101,00111110100110101
51,32057,3,3,0011,00011,00111110100111001
3,32062,1,3,0001,00011,00111110100111110
128,32114,6,8,0110,01000,00111110101110010
94,32139,4,22,0100,10110,00111110110001011
0,32169,1,0,0001,00000,00111110110101001
126,32195,6,6,0110,00110,00111110111000011
113,32237,5,17,0101,10001,00111110111101101
130,32323,6,10,0110,01010,00111111001000011
72,32345,4,0,0100,00000,00111111001011001
106,32353,5,10,0101,01010,00111111001100001
52,32398,3,4,0011,00100,00111111010001110
40,32502,2,16,0010,10000,00111111011110110
102,32517,5,6,0101,00110,00111111100000101
56,32540,3,8,0011,01000,00111111100011100
111,32577,5,15,0101,01111,00111111101000001
125,32581,6,5,0110,00101,00111111101000101
120,32668,6,0,0110,00000,00111111110011100
90,32774,4,18,0100,10010,01000000000000110
101,32824,5,5,0101,00101,01000000000111000
62,32855,3,14,0011,01110,01000000001010111
132,33011,6,12,0110,01100,01000000011110011
89,33056,4,17,0100,10001,01000000100100000
109,33074,5,13,0101,01101,01000000100110010
94,33094,4,22,0100,10110,01000000101000110
93,33145,4,21,0100,10101,01000000101111001
28,33147,2,4,0010,00100,01000000101111011
14,33236,1,14,0001,01110,01000000111010100
93,33250,4,21,0100,10101,01000000111100010
11,33302,1,11,0001,01011,01000001000010110
95,33383,4,23,0100,10111,01000001001100111
93,33476,4,21,0100,10101,01000001011000100
86,33484,4,14,0100,01110,01000001011001100
30,33503,2,6,0010,00110,01000001011011111
107,33565,5,11,0101,01011,01000001100011101
20,33624,1,20,0001,10100,01000001101011000
42,33631,2,18,0010,10010,01000001101011111
109,33763,5,13,0101,01101,01000001111100011
100,33770,5,4,0101,00100,01000001111101010
105,33807,5,9,0101,01001,01000010000001111
69,33882,3,21,0011,10101,01000010001011010
143,33916,6,23,0110,10111,01000010001111100
39,33929,2,15,0010,01111,01000010010001001
35,33972,2,11,0010,01011,01000010010110100
78,34051,4,6,0100,00110,01000010100000011
97,34096,5,1,0101,00001,01000010100110000
20,34152,1,20,0001,10100,01000010101101000
113,34154,5,17,0101,10001,01000010101101010
45,34225,2,21,0010,10101,01000010110110001
73,34241,4,1,0100,00001,01000010111000001
15,34243,1,15,0001,01111,01000010111000011
44,34275,2,20,0010,10100,01000010111100011
10,34370,1,10,0001,01010,01000011001000010
142,34447,6,22,0110,10110,01000011010001111
104,34510,5,8,0101,01000,01000011011001110
64,34529,3,16,0011,10000,01000011011100001
95,34569,4,23,0100,10111,01000011100001001
50,34681,3,2,0011,00010,01000011101111001
89,34695,4,17,0100,10001,01000011110000111
76,34704,4,4,0100,00100,01000011110010000
72,34716,4,0,0100,00000,01000011110011100
108,34718,5,12,0101,01100,01000011110011110
124,34752,6,4,0110,00100,01000011111000000
86,34845,4,14,0100,01110,01000100000011101
82,34846,4,10,0100,01010,01000100000011110
32,34999,2,8,0010,01000,01000100010110111
7,35044,1,7,0001,00111,01000100011100100
71,35065,3,23,0011,10111,01000100011111001
113,35081,5,17,0101,10001,01000100100001001
67,35103,3,19,0011,10011,01000100100011111
141,35173,6,21,0110,10101,01000100101100101
80,35179,4,8,0100,01000,01000100101101011
33,35190,2,9,0010,01001,01000100101110110
100,35229,5,4,0101,00100,01000100110011101
99,35247,5,3,0101,00011,01000100110101111
46,35298,2,22,0010,10110,01000100111100010
33,35319,2,9,0010,01001,01000100111110111
54,35371,3,6,0011,00110,01000101000101011
53,35564,3,5,0011,00101,01000101011101100
4,35564,1,4,0001,00100,01000101011101100
121,35568,6,1,0110,00001,01000101011110000
100,35578,5,4,0101,00100,01000101011111010
11,35698,1,11,0001,01011,01000101101110010
130,35882,6,10,0110,01010,01000110000101010
112,35900,5,16,0101,10000,01000110000111100
13,35903,1,13,0001,01101,01000110000111111
60,35925,3,12,0011,01100,01000110001010101
105,36007,5,9,0101,01001,01000110010100111
8,36018,1,8,0001,01000,01000110010110010
13,36164,1,13,0001,01101,01000110101000100
8,36171,1,8,0001,01000,01000110101001011
18,36191,1,18,0001,10010,01000110101011111
137,36328,6,17,0110,10001,01000110111101000
78,36329,4,6,0100,00110,01000110111101001
28,36351,2,4,0010,00100,01000110111111111
111,36401,5,15,0101,01111,01000111000110001
114,36433,5,18,0101,10010,01000111001010001
119,36622,5,23,0101,10111,01000111100001110
77,36637,4,5,0100,00101,01000111100011101
22,36655,1,22,0001,10110,01000111100101111
3,36667,1,3,0001,00011,01000111100111011
63,36741,3,15,0011,01111,01000111110000101
101,36777,5,5,0101,00101,01000111110101001
1,36944,1,1,0001,00001,01001000001010000
64,36956,3,16,0011,10000,01001000001011100
40,37012,2,16,0010,10000,01001000010010100
114,37075,5,18,0101,10010,01001000011010011
59,37131,3,11,0011,01011,01001000100001011
88,37141,4,16,0100,10000,01001000100010101
49,37148,3,1,0011,00001,01001000100011100
71,37218,3,23,0011,10111,01001000101100010
135,37229,6,15,0110,01111,01001000101101101
9,37241,1,9,0001,01001,01001000101111001
39,37251,2,15,0010,01111,01001000110000011
5,37265,1,5,0001,00101,01001000110010001
4,37275,1,4,0001,00100,01001000110011011
68,37278,3,20,0011,10100,01001000110011110
139,37302,6,19,0110,10011,01001000110110110
53,37381,3,5,0011,00101,01001001000000101
29,37474,2,5,0010,00101,01001001001100010
20,37510,1,20,0001,10100,01001001010000110
14,37510,1,14,0001,01110,01001001010000110
113,37558,5,17,0101,10001,01001001010110110
37,37563,2,13,0010,01101,01001001010111011
7,37618,1,7,0001,00111,01001001011110010
131,37631,6,11,0110,01011,01001001011111111
118,37678,5,22,0101,10110,01001001100101110
131,37716,6,11,0110,01011,01001001101010100
122,37727,6,2,0110,00010,01001001101011111
118,37738,5,22,0101,10110,01001001101101010
109,37766,5,13,0101,01101,01001001110000110
103,37777,5,7,0101,00111,01001001110010001
104,37798,5,8,0101,01000,01001001110100110
82,37855,4,10,0100,01010,01001001111011111
49,37957,3,1,0011,00001,01001010001000101
47,37970,2,23,0010,10111,01001010001010010
101,37998,5,5,0101,00101,01001010001101110
89,38013,4,17,0100,10001,01001010001111101
84,38084,4,12,0100,01100,01001010011000100
64,38131,3,16,0011,10000,01001010011110011
71,38145,3,23,0011,10111,01001010100000001
36,38192,2,12,0010,01100,01001010100110000
86,38225,4,14,0100,01110,01001010101010001
29,38249,2,5,0010,00101,01001010101101001
28,38271,2,4,0010,00100,01001010101111111
86,38286,4,14,0100,01110,01001010110001110
58,38339,3,10,0011,01010,01001010111000011
16,38520,1,16,0001,10000,01001011001111000
94,38555,4,22,0100,10110,01001011010011011
75,38624,4,3,0100,00011,01001011011100000
22,38737,1,22,0001,10110,01001011101010001
14,38831,1,14,0001,01110,01001011110101111
92,38834,4,20,0100,10100,01001011110110010
125,38907,6,5,0110,00101,01001011111111011
116,39062,5,20,0101,10100,01001100010010110
124,39093,6,4,0110,00100,01001100010110101
52,39109,3,4,0011,00100,01001100011000101
98,39141,5,2,0101,00010,01001100011100101
110,39168,5,14,0101,01110,01001100100000000
29,39192,2,5,0010,00101,01001100100011000
51,39202,3,3,0011,00011,01001100100100010
135,39238,6,15,0110,01111,01001100101000110
111,39239,5,15,0101,01111,01001100101000111
71,39274,3,23,0011,10111,01001100101101010
84,39274,4,12,0100,01100,01001100101101010
115,39286,5,19,0101,10011,01001100101110110
9,39392,1,9,0001,01001,01001100111100000
93,39398,4,21,0100,10101,01001100111100110
127,39440,6,7,0110,00111,01001101000010000
64,39463,3,16,0011,10000,01001101000100111
66,39548,3,18,0011,10010,01001101001111100
65,39582,3,17,0011,10001,01001101010011110
115,39588,5,19,0101,10011,01001101010100100
135,39608,6,15,0110,01111,01001101010111000
134,39653,6,14,0110,01110,01001101011100101
85,39679,4,13,0100,01101,01001101011111111
79,39730,4,7,0100,00111,01001101100110010
51,39778,3,3,0011,00011,01001101101100010
10,39844,1,10,0001,01010,01001101110100100
54,39908,3,6,0011,00110,01001101111100100
24,39951,2,0,0010,00000,01001110000001111
21,39952,1,21,0001,10101,01001110000010000
121,39984,6,1,0110,00001,01001110000110000
92,39987,4,20,0100,10100,01001110000110011
80,40076,4,8,0100,01000,01001110010001100
63,40114,3,15,0011,01111,01001110010110010
108,40118,5,12,0101,01100,01001110010110110
60,40136,3,12,0011,01100,01001110011001000
47,40193,2,23,0010,10111,01001110100000001
80,40271,4,8,0100,01000,01001110101001111
79,40278,4,7,0100,00111,01001110101010110
88,40345,4,16,0100,10000,01001110110011001
55,40431,3,7,0011,00111,01001110111101111
123,40474,6,3,0110,00011,01001111000011010
97,40496,5,1,0101,00001,01001111000110000
83,40544,4,11,0100,01011,01001111001100000
87,40605,4,15,0100,01111,01001111010011101
7,40609,1,7,0001,00111,01001111010100001
136,40677,6,16,0110,10000,01001111011100101
0,40690,1,0,0001,00000,01001111011110010
39,40738,2,15,0010,01111,01001111100100010
37,40746,2,13,0010,01101,01001111100101010
48,40768,3,0,0011,00000,01001111101000000
74,40826,4,2,0100,00010,01001111101111010
61,40842,3,13,0011,01101,01001111110001010
55,40848,3,7,0011,00111,01001111110010000
73,40851,4,1,0100,00001,01001111110010011
120,40858,6,0,0110,00000,01001111110011010
10,40902,1,10,0001,01010,01001111111000110
95,40916,4,23,0100,10111,01001111111010100
108,40958,5,12,0101,01100,01001111111111110
32,40961,2,8,0010,01000,01010000000000001
7,41012,1,7,0001,00111,01010000000110100
57,41022,3,9,0011,01001,01010000000111110
19,41035,1,19,0001,10011,01010000001001011
131,41036,6,11,0110,01011,01010000001001100
11,41055,1,11,0001,01011,01010000001011111
82,41166,4,10,0100,01010,01010000011001110
114,41253,5,18,0101,10010,01010000100100101
25,41288,2,1,0010,00001,01010000101001000
87,41301,4,15,0100,01111,01010000101010101
112,41361,5,16,0101,10000,01010000110010001
76,41556,4,4,0100,00100,01010001001010100
36,41697,2,12,0010,01100,01010001011100001
70,41772,3,22,0011,10110,01010001100101100
87,41774,4,15,0100,01111,01010001100101110
72,41883,4,0,0100,00000,01010001110011011
132,41885,6,12,0110,01100,01010001110011101
143,41918,6,23,0110,10111,01010001110111110
17,41921,1,17,0001,10001,01010001111000001
50,41922,3,2,0011,00010,01010001111000010
70,41931,3,22,0011,10110,01010001111001011
135,41990,6,15,0110,01111,01010010000000110
131,41994,6,11,0110,01011,01010010000001010
83,42007,4,11,0100,01011,01010010000010111
122,42038,6,2,0110,00010,01010010000110110
118,42059,5,22,0101,10110,01010010001001011
3,42097,1,3,0001,00011,01010010001110001
98,42115,5,2,0101,00010,01010010010000011
137,42135,6,17,0110,10001,01010010010010111
54,42253,3,6,0011,00110,01010010100001101
33,42297,2,9,0010,01001,01010010100111001
82,42306,4,10,0100,01010,01010010101000010
29,42314,2,5,0010,00101,01010010101001010
24,42408,2,0,0010,00000,01010010110101000
38,42449,2,14,0010,01110,01010010111010001
68,42453,3,20,0011,10100,01010010111010101
63,42606,3,15,0011,01111,01010011001101110
85,42621,4,13,0100,01101,01010011001111101
59,42635,3,11,0011,01011,01010011010001011
70,42659,3,22,0011,10110,01010011010100011
52,42687,3,4,0011,00100,01010011010111111
19,42711,1,19,0001,10011,01010011011010111
91,42719,4,19,0100,10011,01010011011011111
143,42776,6,23,0110,10111,01010011100011000
134,42819,6,14,0110,01110,01010011101000011
0,42822,1,0,0001,00000,01010011101000110
105,42839,5,9,0101,01001,01010011101010111
77,42841,4,5,0100,00101,01010011101011001
14,42869,1,14,0001,01110,01010011101110101
95,42898,4,23,0100,10111,01010011110010010
10,43043,1,10,0001,01010,01010100000100011
18,43062,1,18,0001,10010,01010100000110110
38,43142,2,14,0010,01110,01010100010000110
36,43229,2,12,0010,01100,01010100011011101
24,43278,2,0,0010,00000,01010100100001110
26,43285,2,2,0010,00010,01010100100010101
75,43310,4,3,0100,00011,01010100100101110
90,43325,4,18,0100,10010,01010100100111101
133,43512,6,13,0110,01101,01010100111111000
107,43548,5,11,0101,01011,01010101000011100
43,43560,2,19,0010,10011,01010101000101000
63,43573,3,15,0011,01111,01010101000110101
5,43575,1,5,0001,00101,01010101000110111
106,43671,5,10,0101,01010,01010101010010111
34,43676,2,10,0010,01010,01010101010011100
38,43739,2,14,0010,01110,01010101011011011
110,43773,5,14,0101,01110,01010101011111101
133,43828,6,13,0110,01101,01010101100110100
138,43935,6,18,0110,10010,01010101110011111
16,43975,1,16,0001,10000,01010101111000111
83,44014,4,11,0100,01011,01010101111101110
3,44143,1,3,0001,00011,01010110001101111
131,44208,6,11,0110,01011,01010110010110000
66,44241,3,18,0011,10010,01010110011010001
108,44287,5,12,0101,01100,01010110011111111
17,44378,1,17,0001,10001,01010110101011010
71,44398,3,23,0011,10111,01010110101101110
96,44440,5,0,0101,00000,01010110110011000
139,44449,6,19,0110,10011,01010110110100001
56,44505,3,8,0011,01000,01010110111011001
135,44533,6,15,0110,01111,01010110111110101
48,44625,3,0,0011,00000,01010111001010001
21,44640,1,21,0001,10101,01010111001100000
68,44644,3,20,0011,10100,01010111001100100
21,44650,1,21,0001,10101,01010111001101010
102,44725,5,6,0101,00110,01010111010110101
98,44769,5,2,0101,00010,01010111011100001
6,44769,1,6,0001,00110,01010111011100001
112,44796,5,16,0101,10000,01010111011111100
5,44814,1,5,0001,00101,01010111100001110
79,44857,4,7,0100,00111,01010111100111001
25,44872,2,1,0010,00001,01010111101001000
28,44916,2,4,0010,00100,01010111101110100
65,44948,3,17,0011,10001,01010111110010100
132,44953,6,12,0110,01100,01010111110011001
9,44970,1,9,0001,01001,01010111110101010
56,44998,3,8,0011,01000,01010111111000110
136,45037,6,16,0110,10000,01010111111101101
59,45041,3,11,0011,01011,01010111111110001
89,45070,4,17,0100,10001,01011000000001110
33,45150,2,9,0010,01001,01011000001011110
1,45190,1,1,0001,00001,01011000010000110
81,45193,4,9,0100,01001,01011000010001001
61,45198,3,13,0011,01101,01011000010001110
60,45220,3,12,0011,01100,01011000010100100
14,45285,1,14,0001,01110,01011000011100101
89,45326,4,17,0100,10001,01011000100001110
24,45370,2,0,0010,00000,01011000100111010
129,45403,6,9,0110,01001,01011000101011011
120,45465,6,0,0110,00000,01011000110011001
51,45601,3,3,0011,00011,01011001000100001
135,45678,6,15,0110,01111,01011001001101110
57,45709,3,9,0011,01001,01011001010001101
52,45762,3,4,0011,00100,01011001011000010
91,45855,4,19,0100,10011,01011001100011111
69,45933,3,21,0011,10101,01011001101101101
115,45951,5,19,0101,10011,01011001101111111
33,46007,2,9,0010,01001,01011001110110111
29,46014,2,5,0010,00101,01011001110111110
71,46065,3,23,0011,10111,01011001111110001
91,46080,4,19,0100,10011,01011010000000000
61,46219,3,13,0011,01101,01011010010001011
79,46226,4,7,0100,00111,01011010010010010
94,46240,4,22,0100,10110,01011010010100000
19,46254,1,19,0001,10011,01011010010101110
83,46348,4,11,0100,01011,01011010100001100
4,46369,1,4,0001,00100,01011010100100001
105,46370,5,9,0101,01001,01011010100100010
76,46371,4,4,0100,00100,01011010100100011
125,46396,6,5,0110,00101,01011010100111100
12,46401,1,12,0001,01100,01011010101000001
102,46449,5,6,0101,00110,01011010101110001
4,46467,1,4,0001,00100,01011010110000011
13,46687,1,13,0001,01101,01011011001011111
25,46753,2,1,0010,00001,01011011010100001
86,46822,4,14,0100,01110,01011011011100110
49,46879,3,1,0011,00001,01011011100011111
66,46942,3,18,0011,10010,01011011101011110
140,46953,6,20,0110,10100,01011011101101001
129,46955,6,9,0110,01001,01011011101101011
23,47093,1,23,0001,10111,01011011111110101
65,47122,3,17,0011,10001,01011100000010010
109,47148,5,13,0101,01101,01011100000101100
126,47153,6,6,0110,00110,01011100000110001
44,47169,2,20,0010,10100,01011100001000001
3,47256,1,3,0001,00011,01011100010011000
97,47343,5,1,0101,00001,01011100011101111
126,47357,6,6,0110,00110,01011100011111101
90,47357,4,18,0100,10010,01011100011111101
105,47363,5,9,0101,01001,01011100100000011
143,47379,6,23,0110,10111,01011100100010011
110,47410,5,14,0101,01110,01011100100110010
73,47423,4,1,0100,00001,01011100100111111
91,47550,4,19,0100,10011,01011100110111110
108,47608,5,12,0101,01100,01011100111111000
6,47627,1,6,0001,00110,01011101000001011
85,47640,4,13,0100,01101,01011101000011000
85,47853,4,13,0100,01101,01011101011101101
91,47866,4,19,0100,10011,01011101011111010
108,47932,5,12,0101,01100,01011101100111100
43,47986,2,19,0010,10011,01011101101110010
36,47991,2,12,0010,01100,01011101101110111
117,47999,5,21,0101,10101,01011101101111111
25,48074,2,1,0010,00001,01011101111001010
74,48107,4,2,0100,00010,01011101111101011
43,48143,2,19,0010,10011,01011110000001111
69,48162,3,21,0011,10101,01011110000100010
114,48167,5,18,0101,10010,01011110000100111
90,48221,4,18,0100,10010,01011110001011101
118,48225,5,22,0101,10110,01011110001100001
78,48241,4,6,0100,00110,01011110001110001
24,48337,2,0,0010,00000,01011110011010001
77,48350,4,5,0100,00101,01011110011011110
63,48391,3,15,0011,01111,01011110100000111
71,48399,3,23,0011,10111,01011110100001111
84,48420,4,12,0100,01100,01011110100100100
59,48568,3,11,0011,01011,01011110110111000
86,48685,4,14,0100,01110,01011111000101101
78,48874,4,6,0100,00110,01011111011101010
33,48966,2,9,0010,01001,01011111101000110
32,48995,2,8,0010,01000,01011111101100011
110,49020,5,14,0101,01110,01011111101111100
137,49092,6,17,0110,10001,01011111111000100
120,49103,6,0,0110,00000,01011111111001111
8,49109,1,8,0001,01000,01011111111010101
62,49237,3,14,0011,01110,01100000001010101
135,49326,6,15,0110,01111,01100000010101110
40,49336,2,16,0010,10000,01100000010111000
103,49390,5,7,0101,00111,01100000011101110
20,49496,1,20,0001,10100,01100000101011000
84,49564,4,12,0100,01100,01100000110011100
86,49604,4,14,0100,01110,01100000111000100
143,49616,6,23,0110,10111,01100000111010000
127,49692,6,7,0110,00111,01100001000011100
141,49700,6,21,0110,10101,01100001000100100
116,49788,5,20,0101,10100,01100001001111100
106,49809,5,10,0101,01010,01100001010010001
82,49840,4,10,0100,01010,01100001010110000
28,49933,2,4,0010,00100,01100001100001101
13,49937,1,13,0001,01101,01100001100010001
3,49954,1,3,0001,00011,01100001100100010
37,49962,2,13,0010,01101,01100001100101010
77,50066,4,5,0100,00101,01100001110010010
117,50068,5,21,0101,10101,01100001110010100
13,50116,1,13,0001,01101,01100001111000100
57,50201,3,9,0011,01001,01100010000011001
29,50223,2,5,0010,00101,01100010000101111
141,50223,6,21,0110,10101,01100010000101111
65,50249,3,17,0011,10001,01100010001001001
32,50252,2,8,0010,01000,01100010001001100
56,50272,3,8,0011,01000,01100010001100000
77,50290,4,5,0100,00101,01100010001110010
1,50301,1,1,0001,00001,01100010001111101
141,50357,6,21,0110,10101,01100010010110101
43,50358,2,19,0010,10011,01100010010110110
139,50390,6,19,0110,10011,01100010011010110
26,50394,2,2,0010,00010,01100010011011010
67,50417,3,19,0011,10011,01100010011110001
35,50451,2,11,0010,01011,01100010100010011
86,50456,4,14,0100,01110,01100010100011000
64,50467,3,16,0011,10000,01100010100100011
62,50512,3,14,0011,01110,01100010101010000
63,50540,3,15,0011,01111,01100010101101100
37,50570,2,13,0010,01101,01100010110001010
59,50571,3,11,0011,01011,01100010110001011
111,50588,5,15,0101,01111,01100010110011100
78,50606,4,6,0100,00110,01100010110101110
123,50629,6,3,0110,00011,01100010111000101
95,50647,4,23,0100,10111,01100010111010111
37,50661,2,13,0010,01101,01100010111100101
35,50679,2,11,0010,01011,01100010111110111
87,50687,4,15,0100,01111,01100010111111111
102,50716,5,6,0101,00110,01100011000011100
58,50797,3,10,0011,01010,01100011001101101
47,50829,2,23,0010,10111,01100011010001101
123,50841,6,3,0110,00011,01100011010011001
0,50930,1,0,0001,00000,01100011011110010
11,50947,1,11,0001,01011,01100011100000011
123,51000,6,3,0110,00011,01100011100111000
81,51030,4,9,0100,01001,01100011101010110
18,51052,1,18,0001,10010,01100011101101100
20,51138,1,20,0001,10100,01100011111000010
123,51150,6,3,0110,00011,01100011111001110
64,51261,3,16,0011,10000,01100100000111101
89,51292,4,17,0100,10001,01100100001011100
84,51292,4,12,0100,01100,01100100001011100
11,51609,1,11,0001,01011,01100100110011001
123,51657,6,3,0110,00011,01100100111001001
16,51710,1,16,0001,10000,01100100111111110
143,51717,6,23,0110,10111,01100101000000101
7,51735,1,7,0001,00111,01100101000010111
58,51743,3,10,0011,01010,01100101000011111
29,51743,2,5,0010,00101,01100101000011111
115,51766,5,19,0101,10011,01100101000110110
80,51782,4,8,0100,01000,01100101001000110
125,51795,6,5,0110,00101,01100101001010011
37,51820,2,13,0010,01101,01100101001101100
127,51847,6,7,0110,00111,01100101010000111
79,51889,4,7,0100,00111,01100101010110001
13,51965,1,13,0001,01101,01100101011111101
39,52041,2,15,0010,01111,01100101101001001
38,52047,2,14,0010,01110,01100101101001111
56,52136,3,8,0011,01000,01100101110101000
10,52147,1,10,0001,01010,01100101110110011
129,52154,6,9,0110,01001,01100101110111010
136,52291,6,16,0110,10000,01100110001000011
63,52588,3,15,0011,01111,01100110101101100
143,52592,6,23,0110,10111,01100110101110000
129,52616,6,9,0110,01001,01100110110001000
15,52693,1,15,0001,01111,01100110111010101
17,52701,1,17,0001,10001,01100110111011101
6,52718,1,6,0001,00110,01100110111101110
64,52784,3,16,0011,10000,01100111000110000
23,52793,1,23,0001,10111,01100111000111001
585278,52810,0,18,0000,10010,01100111001001010
585278,52825,3,23,0011,10111,01100111001011001
10,52828,1,10,0001,01010,01100111001011100
585278,52831,1,22,0001,10110,01100111001011111
585278,52835,2,13,0010,01101,01100111001100011
585278,52857,4,20,0100,10100,01100111001111001
100,52887,5,4,0101,00100,01100111010010111
585278,52895,2,21,0010,10101,01100111010011111
55,52905,3,7,0011,00111,01100111010101001
585278,52910,0,14,0000,01110,01100111010101110
585278,52921,2,7,0010,00111,01100111010111001
585278,52940,3,15,0011,01111,01100111011001100
585278,52941,2,5,0010,00101,01100111011001101
585278,52964,1,16,0001,10000,01100111011100100
19,52984,1,19,0001,10011,01100111011111000
116,52993,5,20,0101,10100,01100111100000001
65,53005,3,17,0011,10001,01100111100001101
110,53019,5,14,0101,01110,01100111100011011
86,53019,4,14,0100,01110,01100111100011011
585278,53041,4,12,0100,01100,01100111100110001
119,53068,5,23,0101,10111,01100111101001100
585278,53115,1,0,0001,00000,01100111101111011
585278,53116,0,8,0000,01000,01100111101111100
89,53121,4,17,0100,10001,01100111110000001
12,53167,1,12,0001,01100,01100111110101111
47,53209,2,23,0010,10111,01100111111011001
585278,53224,3,6,0011,00110,01100111111101000
585278,53230,1,8,0001,01000,01100111111101110
94,53273,4,22,0100,10110,01101000000011001
585278,53278,5,1,0101,00001,01101000000011110
127,53283,6,7,0110,00111,01101000000100011
19,53310,1,19,0001,10011,01101000000111110
71,53349,3,23,0011,10111,01101000001100101
143,53398,6,23,0110,10111,01101000010010110
585278,53423,4,2,0100,00010,01101000010101111
59,53438,3,11,0011,01011,01101000010111110
45,53488,2,21,0010,10101,01101000011110000
585278,53497,3,4,0011,00100,01101000011111001
585278,53511,1,6,0001,00110,01101000100000111
585278,53518,0,4,0000,00100,01101000100001110
585278,53524,2,6,0010,00110,01101000100010100
24,53546,2,0,0010,00000,01101000100101010
138,53573,6,18,0110,10010,01101000101000101
93,53613,4,21,0100,10101,01101000101101101
71,53738,3,23,0011,10111,01101000111101010
139,53748,6,19,0110,10011,01101000111110100
118,53779,5,22,0101,10110,01101001000010011
141,53804,6,21,0110,10101,01101001000101100
140,53830,6,20,0110,10100,01101001001000110
91,53842,4,19,0100,10011,01101001001010010
108,53868,5,12,0101,01100,01101001001101100
129,53893,6,9,0110,01001,01101001010000101
89,53895,4,17,0100,10001,01101001010000111
13,53971,1,13,0001,01101,01101001011010011
12,54007,1,12,0001,01100,01101001011110111
1,54043,1,1,0001,00001,01101001100011011
108,54043,5,12,0101,01100,01101001100011011
